,Txhash,Blockno,UnixTimestamp,DateTime (UTC),From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $0/Eth,TxnFee(ETH),TxnFee(USD),Historical $Price/Eth,Status,ErrCode,Method,Value_IN(Wei)
0,0x679c2a59d7307ceacafdb92c9c648d5519e3d8516e750bd68c58ca688e4fc084,4912908,1702931244,2023-12-18 20:27:24,0xc0d33952d956728237e44c03a6b3189d541c5897,0xb62dc80d4ebf7625751d06ebacb3d2b0666a89ae,,2e-17,0,0,0.002897345544050292,0,,,,Contribute,20.0
1,0x6962696fa30dd14db268da0556465bfddb7a7783b73a149cd7612a11a5d8a9f3,4913590,1702940472,2023-12-18 23:01:12,0xc0e3ae968fb6f9b3e11ac28bad0978b3cdd286d4,0xb62dc80d4ebf7625751d06ebacb3d2b0666a89ae,,1e-16,0,0,0.000847256475298566,0,,,,Contribute,100.0
